ปีการศึกษา,ชื่อโรงเรียน,อำเภอที่ตั้งรร.,ขนาดโรงเรียน,ที่ตั้งโรงเรียน,สังกัด,เขตพื้นที่ฯ,จำนวนผู้เข้าสอบ,ว 1.1 (Mean),ว 1.1 (S.D.),ว 1.2 (Mean),ว 1.2 (S.D.),ว 1.3 (Mean),ว 1.3 (S.D.),ว 2.1 (Mean),ว 2.1 (S.D.),ว 2.2 (Mean),ว 2.2 (S.D.),ว 2.3 (Mean),ว 2.3 (S.D.),ว 3.1 (Mean),ว 3.1 (S.D.),ว 3.2 (Mean),ว 3.2 (S.D.),ว 4.2 (Mean),ว 4.2 (S.D.)
2568,เจ้าพ่อหลวงอุปถัมภ์ 7,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,7,0.00,0.00,46.43,15.97,14.29,34.99,41.07,14.51,28.57,32.99,57.14,31.94,35.71,34.99,19.05,24.28,42.86,17.50
2568,เจ้าแม่หลวงอุปถัมภ์ 2,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,30,43.33,49.55,40.83,31.28,16.67,37.27,37.08,22.70,47.78,22.25,25.00,30.96,30.00,37.86,45.56,23.54,35.00,36.86
2568,ดอนแก้วเนรมิตปัญญา,แม่ริม,กลาง,นอกเมือง,กรมส่งเสริมการปกครองท้องถิ่น,ท้องถิ่นจังหวัดเชียงใหม่,80,41.25,49.23,29.06,26.05,10.00,30.00,42.19,25.72,49.17,25.26,26.25,28.48,27.50,31.52,40.83,27.88,15.00,22.91
2568,ธีระวัธน์บำเพ็ญ,แม่ริม,กลาง,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,78,55.13,49.74,31.09,26.31,8.97,28.58,50.80,19.95,48.29,25.40,21.15,25.97,39.10,34.57,50.00,29.60,13.46,23.58
2568,บ้านกองแหะ,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,9,66.67,47.14,25.00,28.87,33.33,47.14,31.94,21.34,18.52,16.56,27.78,41.57,16.67,33.33,48.15,22.83,27.78,24.85
2568,บ้านกาดฮาว,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,16,37.50,48.41,23.44,27.20,18.75,39.03,41.41,19.62,33.33,26.35,46.88,27.78,46.88,41.34,47.92,35.29,25.00,35.36
2568,บ้านคุณหมอ,แม่ริม,กลาง,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,26,38.46,48.65,38.46,26.16,23.08,42.13,48.56,30.49,56.41,27.38,48.08,35.30,36.54,35.51,35.90,24.33,17.31,23.79
2568,บ้านดอนแก้ว,แม่ริม,กลาง,นอกเมือง,กรมส่งเสริมการปกครองท้องถิ่น,ท้องถิ่นจังหวัดเชียงใหม่,28,39.29,48.84,28.57,23.82,7.14,25.75,36.16,19.29,47.62,20.76,35.71,26.24,48.21,34.02,46.43,25.73,12.50,21.65
2568,บ้านต้นผึ้ง,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,10,60.00,48.99,32.50,22.50,20.00,40.00,63.75,18.92,53.33,30.55,45.00,41.53,45.00,47.17,43.33,21.34,15.00,22.91
2568,บ้านทุ่งโป่ง,แม่ริม,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,28,39.29,48.84,22.32,20.42,10.71,30.93,36.61,24.98,47.62,22.59,42.86,34.63,51.79,34.02,41.67,22.93,17.86,27.43
2568,บ้านน้ำริน,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,11,36.36,48.10,20.45,17.90,18.18,38.57,37.50,24.43,48.48,26.07,13.64,22.27,40.91,41.66,48.48,29.69,13.64,22.27
2568,บ้านบวกจั่น,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,12,58.33,49.30,18.75,23.11,0.00,0.00,29.17,17.92,50.00,16.67,29.17,32.00,41.67,34.36,41.67,27.64,16.67,23.57
2568,บ้านปางไฮ,แม่ริม,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,11,54.55,49.79,54.55,25.71,18.18,38.57,37.50,25.00,51.52,21.85,40.91,19.28,59.09,28.75,48.48,26.07,27.27,24.90
2568,บ้านป่าติ้ว,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,18,16.67,37.27,11.11,14.96,11.11,31.43,40.97,24.58,42.59,18.61,33.33,28.87,22.22,29.92,33.33,24.85,27.78,24.85
2568,บ้านโป่งแยงนอก,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,20,35.00,47.70,32.50,29.69,5.00,21.79,45.00,29.42,31.67,19.65,30.00,29.15,32.50,36.31,35.00,24.66,27.50,29.47
2568,บ้านโป่งแยงใน,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,28,53.57,49.87,45.54,37.23,17.86,38.30,42.86,28.63,48.81,30.19,30.36,36.20,64.29,34.99,39.29,25.28,14.29,22.59
2568,บ้านพระนอน,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,20,35.00,47.70,28.75,28.80,5.00,21.79,40.00,23.91,36.67,29.63,30.00,33.17,35.00,39.05,38.33,32.10,20.00,24.49
2568,บ้านเมืองก๊ะ,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,8,25.00,43.30,34.38,21.42,12.50,33.07,32.81,22.48,37.50,19.98,31.25,42.85,43.75,29.97,37.50,19.98,6.25,16.54
2568,บ้านแม่สา,แม่ริม,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,9,44.44,49.69,33.33,28.87,11.11,31.43,43.06,29.53,51.85,16.56,22.22,24.85,27.78,34.25,44.44,15.71,16.67,33.33
2568,บ้านริมใต้,แม่ริม,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,151,50.99,49.99,34.77,26.83,13.91,34.60,46.27,24.45,44.81,25.17,33.77,30.75,38.41,39.22,39.51,26.69,18.54,26.75
2568,บ้านศาลา,แม่ริม,กลาง,นอกเมือง,กรมส่งเสริมการปกครองท้องถิ่น,ท้องถิ่นจังหวัดเชียงใหม่,86,37.21,48.34,23.26,20.10,3.49,18.35,36.34,23.00,34.50,28.51,24.42,29.28,25.00,31.21,32.95,27.61,19.19,27.67
2568,บ้านสะลวงนอก,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,5,40.00,48.99,20.00,24.49,20.00,40.00,25.00,15.81,33.33,36.51,20.00,24.49,40.00,37.42,33.33,36.51,10.00,20.00
2568,บ้านสันคะยอม,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,16,12.50,33.07,34.38,26.33,12.50,33.07,47.66,18.34,52.08,28.79,31.25,24.21,31.25,29.97,37.50,26.02,15.63,29.15
2568,บ้านหนองปลามัน,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,21,23.81,42.59,30.95,23.02,9.52,29.35,38.10,20.94,39.68,24.38,14.29,22.59,14.29,22.59,30.16,25.00,14.29,27.36
2568,มูลนิธิมหาราช 5,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,12,66.67,47.14,39.58,40.13,0.00,0.00,50.00,20.41,50.00,16.67,25.00,25.00,37.50,29.76,44.44,20.79,20.83,24.65
2568,ราชประชานุเคราะห์ 60 จังหวัดเชียงใหม่,แม่ริม,กลาง,นอกเมือง,สำนักบริหารงานการศึกษาพิเศษ,-,51,29.41,45.56,12.25,19.41,19.61,39.70,33.33,20.96,32.68,23.33,10.78,22.82,20.59,29.99,34.64,25.53,25.49,33.39
2568,วัดทรายมูล,แม่ริม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,28,50.00,50.00,15.18,19.29,14.29,34.99,36.16,20.41,30.95,30.77,23.21,34.02,23.21,24.94,29.76,24.13,26.79,24.94
2568,บ้านกาด(เขมวังส์ฯ),แม่วาง,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 4,51,33.33,47.14,16.67,19.60,5.88,23.53,32.11,23.12,47.06,29.65,24.51,30.31,34.31,34.99,39.22,30.04,26.47,33.36
2568,บ้านทุ่งหลวง,แม่วาง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 4,9,0.00,0.00,22.22,24.85,11.11,31.43,38.89,25.98,66.67,22.22,33.33,33.33,16.67,23.57,33.33,22.22,38.89,31.43
2568,บ้านพันตน,แม่วาง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 4,4,0.00,0.00,31.25,20.73,50.00,50.00,31.25,22.53,41.67,14.43,12.50,21.65,37.50,21.65,33.33,23.57,12.50,21.65
2568,บ้านหนองเต่า,แม่วาง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 4,9,0.00,0.00,25.00,16.67,22.22,41.57,23.61,23.90,44.44,15.71,38.89,20.79,55.56,36.85,37.04,24.57,27.78,34.25
2568,บ้านห้วยข้าวลีบ,แม่วาง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 4,16,6.25,24.21,18.75,13.98,6.25,24.21,35.94,26.47,39.58,17.55,25.00,25.00,15.63,23.18,37.50,19.98,28.13,30.46
2568,บ้านห้วยตอง,แม่วาง,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 4,17,11.76,32.22,23.53,23.44,11.76,32.22,23.53,23.44,27.45,28.55,32.35,29.41,26.47,38.80,33.33,28.01,20.59,29.99
2568,บ้านเหล่าป่าฝาง,แม่วาง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 4,7,42.86,49.49,28.57,20.82,0.00,0.00,26.79,16.94,28.57,27.77,42.86,41.65,42.86,49.49,19.05,24.28,35.71,34.99
2568,บ้านใหม่สวรรค์,แม่วาง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 4,15,20.00,40.00,48.33,30.91,13.33,33.99,40.83,22.11,46.67,20.37,36.67,28.67,43.33,35.90,53.33,26.67,6.67,17.00
2568,พัฒนาต้นน้ำที่ 5 ขุนวาง,แม่วาง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 4,21,38.10,48.56,29.76,27.41,19.05,39.27,19.64,18.33,47.62,26.37,16.67,23.57,47.62,36.11,30.16,22.78,14.29,27.36
2568,แม่วินสามัคคี,แม่วาง,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 4,20,15.00,35.71,27.50,26.10,0.00,0.00,32.50,20.69,25.00,25.55,15.00,22.91,22.50,24.87,28.33,24.21,32.50,28.61
2568,วัดดอนเปา,แม่วาง,เล็ก,นอกเมือง,กรมส่งเสริมการปกครองท้องถิ่น,ท้องถิ่นจังหวัดเชียงใหม่,9,44.44,49.69,30.56,30.68,22.22,41.57,45.83,25.69,44.44,15.71,55.56,28.33,22.22,24.85,37.04,24.57,16.67,23.57
2568,วัดทุ่งศาลา,แม่วาง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 4,5,60.00,48.99,25.00,22.36,20.00,40.00,37.50,28.50,20.00,16.33,30.00,40.00,20.00,24.49,46.67,33.99,10.00,20.00
